Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses
2013,1,96686,National Association of Broadcasters,4810000
2013,2,96686,National Association of Broadcasters,3710000
2013,3,96686,National Association of Broadcasters,3820000
2013,4,96686,National Association of Broadcasters,4490000
2014,1,96686,National Association of Broadcasters,6010000
2014,2,96686,National Association of Broadcasters,5400000
2014,3,96686,National Association of Broadcasters,4730000
2014,4,96686,National Association of Broadcasters,5240000
2015,1,96686,National Association of Broadcasters,5470000
2015,2,96686,National Association of Broadcasters,4935000
2015,3,96686,National Association of Broadcasters,4730000
2015,4,96686,National Association of Broadcasters,5380000
2016,1,96686,National Association of Broadcasters,5583000
2016,2,96686,National Association of Broadcasters,4320000
2016,3,96686,National Association of Broadcasters,4455000
2016,4,96686,National Association of Broadcasters,4935000
2017,1,96686,National Association of Broadcasters,4645000
2017,2,96686,National Association of Broadcasters,4205000
2017,3,96686,National Association of Broadcasters,4415000
2017,4,96686,National Association of Broadcasters,4610000
2018,1,96686,National Association of Broadcasters,4440000
2018,2,96686,National Association of Broadcasters,4100000
2018,3,96686,National Association of Broadcasters,3910000
2018,4,96686,National Association of Broadcasters,3790000
2019,1,96686,National Association of Broadcasters,4430000
2019,2,96686,National Association of Broadcasters,3430000
2019,3,96686,National Association of Broadcasters,3450000
2019,4,96686,National Association of Broadcasters,3320000
2020,1,96686,National Association of Broadcasters,3200000
2020,2,96686,National Association of Broadcasters,2540000
2020,3,96686,National Association of Broadcasters,2240000
2020,4,96686,National Association of Broadcasters,2350000
2021,1,96686,National Association of Broadcasters,2170000
2021,2,96686,National Association of Broadcasters,2480000
2021,3,96686,National Association of Broadcasters,2345000
2021,4,96686,National Association of Broadcasters,2305000
2022,1,96686,National Association of Broadcasters,2850000
2022,2,96686,National Association of Broadcasters,3370000
2022,3,96686,National Association of Broadcasters,3515000
2022,4,96686,National Association of Broadcasters,3565000
2023,1,96686,National Association of Broadcasters,3475000
2023,2,96686,National Association of Broadcasters,3400000
2023,3,96686,National Association of Broadcasters,3400000
2023,4,96686,National Association of Broadcasters,3600000
2024,1,96686,National Association of Broadcasters,3600000
2024,2,96686,National Association of Broadcasters,3560000
2024,3,96686,National Association of Broadcasters,3730000
2024,4,96686,National Association of Broadcasters,3280000
2010,1,144030,Altria Client Services LLC,4300000
2010,2,144030,Altria Client Services LLC,3490000
2010,3,144030,Altria Client Services LLC,3455000
2010,4,144030,Altria Client Services LLC,3370000
2011,1,144030,Altria Client Services LLC,3900000
2011,2,144030,Altria Client Services LLC,3720000
2011,3,144030,Altria Client Services LLC,4087500
2011,4,144030,Altria Client Services LLC,3540000
2012,1,144030,Altria Client Services LLC,3148000
2012,2,144030,Altria Client Services LLC,3840500
2012,3,144030,Altria Client Services LLC,3830500
2012,4,144030,Altria Client Services LLC,3582500
2013,1,144030,Altria Client Services LLC,3308500
2013,2,144030,Altria Client Services LLC,3628500
2013,3,144030,Altria Client Services LLC,3758000
2013,4,144030,Altria Client Services LLC,3250000
2014,1,144030,Altria Client Services LLC,3099500
2014,2,144030,Altria Client Services LLC,2969500
2014,3,144030,Altria Client Services LLC,3599500
2014,4,144030,Altria Client Services LLC,3259000
2015,1,144030,Altria Client Services LLC,3113500
2015,2,144030,Altria Client Services LLC,3303500
2015,3,144030,Altria Client Services LLC,3373500
2015,4,144030,Altria Client Services LLC,3478500
2016,1,144030,Altria Client Services LLC,3130500
2016,2,144030,Altria Client Services LLC,3270500
2016,3,144030,Altria Client Services LLC,3340500
2016,4,144030,Altria Client Services LLC,4100500
2017,1,144030,Altria Client Services LLC,3343000
2017,2,144030,Altria Client Services LLC,3513000
2017,3,144030,Altria Client Services LLC,3453000
2017,4,144030,Altria Client Services LLC,4092500
2018,1,144030,Altria Client Services LLC,3362500
2018,2,144030,Altria Client Services LLC,3662500
2018,3,144030,Altria Client Services LLC,3212500
2018,4,144030,Altria Client Services LLC,4212500
2019,1,144030,Altria Client Services LLC,3499500
2019,2,144030,Altria Client Services LLC,3439500
2019,3,144030,Altria Client Services LLC,3489500
2019,4,144030,Altria Client Services LLC,4069500
2020,1,144030,Altria Client Services LLC,3679500
2020,2,144030,Altria Client Services LLC,3299500
2020,3,144030,Altria Client Services LLC,4079500
2020,4,144030,Altria Client Services LLC,3469500
2021,1,144030,Altria Client Services LLC,3399500
2021,2,144030,Altria Client Services LLC,3769500
2021,3,144030,Altria Client Services LLC,4029500
2021,4,144030,Altria Client Services LLC,4429500
2022,1,144030,Altria Client Services LLC,3949500
2022,2,144030,Altria Client Services LLC,3989500
2022,3,144030,Altria Client Services LLC,4229500
2022,4,144030,Altria Client Services LLC,4289500
2023,1,144030,Altria Client Services LLC,3819500
2023,2,144030,Altria Client Services LLC,4069500
2023,3,144030,Altria Client Services LLC,3779500
2023,4,144030,Altria Client Services LLC,4349500
2024,1,144030,Altria Client Services LLC,4269500
2024,2,144030,Altria Client Services LLC,4279500
2024,3,144030,Altria Client Services LLC,4279500
2024,4,144030,Altria Client Services LLC,4909500
2010,1,148229,Recording Industry Association of America,1664053
2010,2,148229,Recording Industry Association of America,1678227
2010,3,148229,Recording Industry Association of America,1567438
2010,4,148229,Recording Industry Association of America,1787529
2011,1,148229,Recording Industry Association of America,2300000
2011,2,148229,Recording Industry Association of America,1480000
2011,3,148229,Recording Industry Association of America,1362133
2011,4,148229,Recording Industry Association of America,1511711
2012,1,148229,Recording Industry Association of America,1909236
2012,2,148229,Recording Industry Association of America,1402017
2012,3,148229,Recording Industry Association of America,1408177
2012,4,148229,Recording Industry Association of America,1276457
2013,1,148229,Recording Industry Association of America,1471804
2013,2,148229,Recording Industry Association of America,1526703
2013,3,148229,Recording Industry Association of America,1202936
2013,4,148229,Recording Industry Association of America,1319957
2014,1,148229,Recording Industry Association of America,1284551
2014,2,148229,Recording Industry Association of America,1480000
2014,3,148229,Recording Industry Association of America,1135585
2014,4,148229,Recording Industry Association of America,1078369
2015,1,148229,Recording Industry Association of America,1392761
2015,2,148229,Recording Industry Association of America,1498099
2015,3,148229,Recording Industry Association of America,1380898
2015,4,148229,Recording Industry Association of America,1255870
2016,1,148229,Recording Industry Association of America,1343300
2016,2,148229,Recording Industry Association of America,1421391
2016,3,148229,Recording Industry Association of America,1188064
2016,4,148229,Recording Industry Association of America,1210156
2017,1,148229,Recording Industry Association of America,1555629
2017,2,148229,Recording Industry Association of America,1280290
2017,3,148229,Recording Industry Association of America,1330634
2017,4,148229,Recording Industry Association of America,1542931
2018,1,148229,Recording Industry Association of America,1591508
2018,2,148229,Recording Industry Association of America,1728008
2018,3,148229,Recording Industry Association of America,1607398
2018,4,148229,Recording Industry Association of America,1555241
2019,1,148229,Recording Industry Association of America,1577852
2019,2,148229,Recording Industry Association of America,1513122
2019,3,148229,Recording Industry Association of America,1287947
2019,4,148229,Recording Industry Association of America,1419393
2020,1,148229,Recording Industry Association of America,1513108
2020,2,148229,Recording Industry Association of America,1260748
2020,3,148229,Recording Industry Association of America,1067288
2020,4,148229,Recording Industry Association of America,1230171
2021,1,148229,Recording Industry Association of America,1472937
2021,2,148229,Recording Industry Association of America,1630829
2021,3,148229,Recording Industry Association of America,1671923
2021,4,148229,Recording Industry Association of America,1467705
2022,1,148229,Recording Industry Association of America,2307284
2022,2,148229,Recording Industry Association of America,1970241
2022,3,148229,Recording Industry Association of America,1809468
2022,4,148229,Recording Industry Association of America,1930205
2023,1,148229,Recording Industry Association of America,2298307
2023,2,148229,Recording Industry Association of America,1646342
2023,3,148229,Recording Industry Association of America,1823411
2023,4,148229,Recording Industry Association of America,1720892
2024,1,148229,Recording Industry Association of America,2496635
2024,2,148229,Recording Industry Association of America,1801918
2024,3,148229,Recording Industry Association of America,1856107
2024,4,148229,Recording Industry Association of America,2002881
2010,1,149129,Walmart Inc.,2450000
2010,2,149129,Walmart Inc.,1980000
2010,3,149129,Walmart Inc.,1730000
2010,4,149129,Walmart Inc.,2280000
2011,1,149129,Walmart Inc.,3130000
2011,2,149129,Walmart Inc.,2180000
2011,3,149129,Walmart Inc.,2260000
2011,4,149129,Walmart Inc.,2990000
2012,1,149129,Walmart Inc.,2140000
2012,2,149129,Walmart Inc.,2120000
2012,3,149129,Walmart Inc.,2280000
2012,4,149129,Walmart Inc.,2110000
2013,1,149129,Walmart Inc.,2350000
2013,2,149129,Walmart Inc.,2610000
2013,3,149129,Walmart Inc.,2190000
2013,4,149129,Walmart Inc.,2660000
2014,1,149129,Walmart Inc.,2600000
2014,2,149129,Walmart Inc.,2660000
2014,3,149129,Walmart Inc.,2300000
2014,4,149129,Walmart Inc.,2570000
2015,1,149129,Walmart Inc.,2760000
2015,2,149129,Walmart Inc.,2200000
2015,3,149129,Walmart Inc.,2420000
2015,4,149129,Walmart Inc.,2225000
2016,1,149129,Walmart Inc.,2645000
2016,2,149129,Walmart Inc.,2285000
2016,3,149129,Walmart Inc.,2210000
2016,4,149129,Walmart Inc.,2490000
2017,1,149129,Walmart Inc.,2880000
2017,2,149129,Walmart Inc.,2160000
2017,3,149129,Walmart Inc.,2080000
2017,4,149129,Walmart Inc.,2490000
2018,1,149129,Walmart Inc.,2480000
2018,2,149129,Walmart Inc.,2170000
2018,3,149129,Walmart Inc.,2000000
2018,4,149129,Walmart Inc.,1940000
2019,1,149129,Walmart Inc.,2490000
2019,2,149129,Walmart Inc.,2080000
2019,3,149129,Walmart Inc.,2040000
2019,4,149129,Walmart Inc.,2300000
2020,1,149129,Walmart Inc.,2470000
2020,2,149129,Walmart Inc.,2140000
2020,3,149129,Walmart Inc.,2190000
2020,4,149129,Walmart Inc.,2160000
2021,1,149129,Walmart Inc.,2820000
2021,2,149129,Walmart Inc.,2000000
2021,3,149129,Walmart Inc.,1900000
2021,4,149129,Walmart Inc.,2800000
2022,1,149129,Walmart Inc.,2270000
2022,2,149129,Walmart Inc.,2020000
2022,3,149129,Walmart Inc.,2020000
2022,4,149129,Walmart Inc.,2010000
2023,1,149129,Walmart Inc.,2910000
2023,2,149129,Walmart Inc.,2310000
2023,3,149129,Walmart Inc.,2320000
2023,4,149129,Walmart Inc.,2240000
2024,1,149129,Walmart Inc.,3300000
2024,2,149129,Walmart Inc.,2120000
2024,3,149129,Walmart Inc.,2270000
2024,4,149129,Walmart Inc.,2107000
2010,1,150280,Sanofi U.S. Services Inc.,2100000
2010,2,150280,Sanofi U.S. Services Inc.,1300000
2010,3,150280,Sanofi U.S. Services Inc.,1830000
2010,4,150280,Sanofi U.S. Services Inc.,1360000
2011,1,150280,Sanofi U.S. Services Inc.,2199375
2011,2,150280,Sanofi U.S. Services Inc.,1273500
2011,3,150280,Sanofi U.S. Services Inc.,1448000
2011,4,150280,Sanofi U.S. Services Inc.,1068125
2012,1,150280,Sanofi U.S. Services Inc.,1080000
2012,2,150280,Sanofi U.S. Services Inc.,1850000
2012,3,150280,Sanofi U.S. Services Inc.,1360000
2012,4,150280,Sanofi U.S. Services Inc.,1890000
2013,1,150280,Sanofi U.S. Services Inc.,2050000
2013,2,150280,Sanofi U.S. Services Inc.,1050000
2013,3,150280,Sanofi U.S. Services Inc.,1560000
2013,4,150280,Sanofi U.S. Services Inc.,1040000
2014,1,150280,Sanofi U.S. Services Inc.,1820000
2014,2,150280,Sanofi U.S. Services Inc.,970000
2014,3,150280,Sanofi U.S. Services Inc.,1190000
2014,4,150280,Sanofi U.S. Services Inc.,1030000
2015,1,150280,Sanofi U.S. Services Inc.,1520000
2015,2,150280,Sanofi U.S. Services Inc.,990000
2015,3,150280,Sanofi U.S. Services Inc.,1320000
2015,4,150280,Sanofi U.S. Services Inc.,1140000
2016,1,150280,Sanofi U.S. Services Inc.,1159000
2016,2,150280,Sanofi U.S. Services Inc.,1420000
2016,3,150280,Sanofi U.S. Services Inc.,1240000
2016,4,150280,Sanofi U.S. Services Inc.,680000
2017,1,150280,Sanofi U.S. Services Inc.,2076000
2017,2,150280,Sanofi U.S. Services Inc.,920000
2017,3,150280,Sanofi U.S. Services Inc.,1310000
2017,4,150280,Sanofi U.S. Services Inc.,720000
2018,1,150280,Sanofi U.S. Services Inc.,2210000
2018,2,150280,Sanofi U.S. Services Inc.,1290000
2018,3,150280,Sanofi U.S. Services Inc.,950000
2018,4,150280,Sanofi U.S. Services Inc.,890000
2019,1,150280,Sanofi U.S. Services Inc.,1858000
2019,2,150280,Sanofi U.S. Services Inc.,1286000
2019,3,150280,Sanofi U.S. Services Inc.,1740000
2019,4,150280,Sanofi U.S. Services Inc.,983000
2020,1,150280,Sanofi U.S. Services Inc.,1950000
2020,2,150280,Sanofi U.S. Services Inc.,1060000
2020,3,150280,Sanofi U.S. Services Inc.,1500000
2020,4,150280,Sanofi U.S. Services Inc.,900000
2021,1,150280,Sanofi U.S. Services Inc.,1640000
2021,2,150280,Sanofi U.S. Services Inc.,1180000
2021,3,150280,Sanofi U.S. Services Inc.,1510000
2021,4,150280,Sanofi U.S. Services Inc.,1050000
2022,1,150280,Sanofi U.S. Services Inc.,2070000
2022,2,150280,Sanofi U.S. Services Inc.,1500000
2022,3,150280,Sanofi U.S. Services Inc.,930000
2022,4,150280,Sanofi U.S. Services Inc.,1070000
2023,1,150280,Sanofi U.S. Services Inc.,2060000
2023,2,150280,Sanofi U.S. Services Inc.,1320000
2023,3,150280,Sanofi U.S. Services Inc.,1720000
2023,4,150280,Sanofi U.S. Services Inc.,1080000
2024,1,150280,Sanofi U.S. Services Inc.,2360000
2024,2,150280,Sanofi U.S. Services Inc.,1060000
2024,3,150280,Sanofi U.S. Services Inc.,2015000
2024,4,150280,Sanofi U.S. Services Inc.,890000
2010,1,154499,American Electric Power Co. Inc.,3488715
2010,2,154499,American Electric Power Co. Inc.,1746073
2010,3,154499,American Electric Power Co. Inc.,2021864
2010,4,154499,American Electric Power Co. Inc.,3726544
2011,1,154499,American Electric Power Co. Inc.,2165210
2011,2,154499,American Electric Power Co. Inc.,2948379
2011,3,154499,American Electric Power Co. Inc.,1585430
2011,4,154499,American Electric Power Co. Inc.,4395572
2012,1,154499,American Electric Power Co. Inc.,1492319
2012,2,154499,American Electric Power Co. Inc.,2165903
2012,3,154499,American Electric Power Co. Inc.,2027856
2012,4,154499,American Electric Power Co. Inc.,2303057
2013,1,154499,American Electric Power Co. Inc.,2223606
2013,2,154499,American Electric Power Co. Inc.,1465320
2013,3,154499,American Electric Power Co. Inc.,1757760
2013,4,154499,American Electric Power Co. Inc.,2384799
2014,1,154499,American Electric Power Co. Inc.,1378923
2014,2,154499,American Electric Power Co. Inc.,2000417
2014,3,154499,American Electric Power Co. Inc.,1136145
2014,4,154499,American Electric Power Co. Inc.,2266082
2015,1,154499,American Electric Power Co. Inc.,1775670
2015,2,154499,American Electric Power Co. Inc.,1563978
2015,3,154499,American Electric Power Co. Inc.,1425850
2015,4,154499,American Electric Power Co. Inc.,1514269
2016,1,154499,American Electric Power Co. Inc.,1569477
2016,2,154499,American Electric Power Co. Inc.,1853138
2016,3,154499,American Electric Power Co. Inc.,1280671
2016,4,154499,American Electric Power Co. Inc.,1502816
2017,1,154499,American Electric Power Co. Inc.,2112733
2017,2,154499,American Electric Power Co. Inc.,1970712
2017,3,154499,American Electric Power Co. Inc.,1434172
2017,4,154499,American Electric Power Co. Inc.,1223770
2018,1,154499,American Electric Power Co. Inc.,2305668
2018,2,154499,American Electric Power Co. Inc.,1553448
2018,3,154499,American Electric Power Co. Inc.,1426930
2018,4,154499,American Electric Power Co. Inc.,1701508
2019,1,154499,American Electric Power Co. Inc.,2264625
2019,2,154499,American Electric Power Co. Inc.,2477603
2019,3,154499,American Electric Power Co. Inc.,1636514
2019,4,154499,American Electric Power Co. Inc.,2370237
2020,1,154499,American Electric Power Co. Inc.,2890241
2020,2,154499,American Electric Power Co. Inc.,1175646
2020,3,154499,American Electric Power Co. Inc.,2775097
2020,4,154499,American Electric Power Co. Inc.,1164723
2021,1,154499,American Electric Power Co. Inc.,1632587
2021,2,154499,American Electric Power Co. Inc.,2000766
2021,3,154499,American Electric Power Co. Inc.,1648686
2021,4,154499,American Electric Power Co. Inc.,1827189
2022,1,154499,American Electric Power Co. Inc.,1963191
2022,2,154499,American Electric Power Co. Inc.,2503100
2022,3,154499,American Electric Power Co. Inc.,1867191
2022,4,154499,American Electric Power Co. Inc.,2574025
2023,1,154499,American Electric Power Co. Inc.,2920144
2023,2,154499,American Electric Power Co. Inc.,2079543
2023,3,154499,American Electric Power Co. Inc.,1559486
2023,4,154499,American Electric Power Co. Inc.,1866694
2024,1,154499,American Electric Power Co. Inc.,2529126
2024,2,154499,American Electric Power Co. Inc.,1620441
2024,3,154499,American Electric Power Co. Inc.,1400766
2024,4,154499,American Electric Power Co. Inc.,1413487
2010,1,155802,Dow Chemical Co.,2815000
2010,2,155802,Dow Chemical Co.,3555000
2010,3,155802,Dow Chemical Co.,1900000
2010,4,155802,Dow Chemical Co.,2160000
2011,1,155802,Dow Chemical Co.,2795000
2011,2,155802,Dow Chemical Co.,2580000
2011,3,155802,Dow Chemical Co.,2445000
2011,4,155802,Dow Chemical Co.,1750000
2012,1,155802,Dow Chemical Co.,3265000
2012,2,155802,Dow Chemical Co.,3840000
2012,3,155802,Dow Chemical Co.,1520000
2012,4,155802,Dow Chemical Co.,2790000
2013,1,155802,Dow Chemical Co.,2830000
2013,2,155802,Dow Chemical Co.,2990000
2013,3,155802,Dow Chemical Co.,2910000
2013,4,155802,Dow Chemical Co.,1730000
2014,1,155802,Dow Chemical Co.,5310000
2014,2,155802,Dow Chemical Co.,5047500
2014,3,155802,Dow Chemical Co.,2732500
2014,4,155802,Dow Chemical Co.,2030000
2015,1,155802,Dow Chemical Co.,3300000
2015,2,155802,Dow Chemical Co.,3430000
2015,3,155802,Dow Chemical Co.,1820000
2015,4,155802,Dow Chemical Co.,3060000
2016,1,155802,Dow Chemical Co.,5130982
2016,2,155802,Dow Chemical Co.,3240000
2016,3,155802,Dow Chemical Co.,2855000
2016,4,155802,Dow Chemical Co.,3580000
2017,1,155802,Dow Chemical Co.,5510000
2017,2,155802,Dow Chemical Co.,2440000
2017,3,155802,Dow Chemical Co.,2080000
2017,4,155802,Dow Chemical Co.,2415000
2018,1,155802,Dow Chemical Co.,3770000
2018,2,155802,Dow Chemical Co.,1710000
2018,3,155802,Dow Chemical Co.,1610000
2018,4,155802,Dow Chemical Co.,1480000
2019,1,155802,Dow Chemical Co.,2620000
2019,2,155802,Dow Chemical Co.,1410000
2019,3,155802,Dow Chemical Co.,970000
2019,4,155802,Dow Chemical Co.,790000
2020,1,155802,Dow Chemical Co.,2020000
2020,2,155802,Dow Chemical Co.,980000
2020,3,155802,Dow Chemical Co.,1560000
2020,4,155802,Dow Chemical Co.,1280000
2021,1,155802,Dow Chemical Co.,2080000
2021,2,155802,Dow Chemical Co.,1800000
2021,3,155802,Dow Chemical Co.,1430000
2021,4,155802,Dow Chemical Co.,1980000
2022,1,155802,Dow Chemical Co.,2640000
2022,2,155802,Dow Chemical Co.,2080000
2022,3,155802,Dow Chemical Co.,1260000
2022,4,155802,Dow Chemical Co.,2140000
2023,1,155802,Dow Chemical Co.,1960000
2023,2,155802,Dow Chemical Co.,1040000
2023,3,155802,Dow Chemical Co.,1200000
2023,4,155802,Dow Chemical Co.,1650000
2024,1,155802,Dow Chemical Co.,2200000
2024,2,155802,Dow Chemical Co.,1290000
2024,3,155802,Dow Chemical Co.,1090000
2024,4,155802,Dow Chemical Co.,1340000
2010,1,159647,Meta Platforms Inc.,41390
2010,2,159647,Meta Platforms Inc.,60000
2010,3,159647,Meta Platforms Inc.,120000
2010,4,159647,Meta Platforms Inc.,130000
2011,1,159647,Meta Platforms Inc.,290000
2011,2,159647,Meta Platforms Inc.,447000
2011,3,159647,Meta Platforms Inc.,487000
2011,4,159647,Meta Platforms Inc.,567000
2012,1,159647,Meta Platforms Inc.,787000
2012,2,159647,Meta Platforms Inc.,1095000
2012,3,159647,Meta Platforms Inc.,1050000
2012,4,159647,Meta Platforms Inc.,1640000
2013,1,159647,Meta Platforms Inc.,2680000
2013,2,159647,Meta Platforms Inc.,1300000
2013,3,159647,Meta Platforms Inc.,1670000
2013,4,159647,Meta Platforms Inc.,1720000
2014,1,159647,Meta Platforms Inc.,3020000
2014,2,159647,Meta Platforms Inc.,2360000
2014,3,159647,Meta Platforms Inc.,2690000
2014,4,159647,Meta Platforms Inc.,2230000
2015,1,159647,Meta Platforms Inc.,2680000
2015,2,159647,Meta Platforms Inc.,2930000
2015,3,159647,Meta Platforms Inc.,2830000
2015,4,159647,Meta Platforms Inc.,2370000
2016,1,159647,Meta Platforms Inc.,3052000
2016,2,159647,Meta Platforms Inc.,2450000
2016,3,159647,Meta Platforms Inc.,2290000
2016,4,159647,Meta Platforms Inc.,1970000
2017,1,159647,Meta Platforms Inc.,3580000
2017,2,159647,Meta Platforms Inc.,2750000
2017,3,159647,Meta Platforms Inc.,3225000
2017,4,159647,Meta Platforms Inc.,3555000
2018,1,159647,Meta Platforms Inc.,3815000
2018,2,159647,Meta Platforms Inc.,4205000
2018,3,159647,Meta Platforms Inc.,3385000
2018,4,159647,Meta Platforms Inc.,3465000
2019,1,159647,Meta Platforms Inc.,4085000
2019,2,159647,Meta Platforms Inc.,4795000
2019,3,159647,Meta Platforms Inc.,5567500
2019,4,159647,Meta Platforms Inc.,5437500
2020,1,159647,Meta Platforms Inc.,6320000
2020,2,159647,Meta Platforms Inc.,5882500
2020,3,159647,Meta Platforms Inc.,5927500
2020,4,159647,Meta Platforms Inc.,5722500
2021,1,159647,Meta Platforms Inc.,5687500
2021,2,159647,Meta Platforms Inc.,5717500
2021,3,159647,Meta Platforms Inc.,6017500
2021,4,159647,Meta Platforms Inc.,6397500
2022,1,159647,Meta Platforms Inc.,6377500
2022,2,159647,Meta Platforms Inc.,6397500
2022,3,159647,Meta Platforms Inc.,5727500
2022,4,159647,Meta Platforms Inc.,4682500
2023,1,159647,Meta Platforms Inc.,5567500
2023,2,159647,Meta Platforms Inc.,5852500
2023,3,159647,Meta Platforms Inc.,6066250
2023,4,159647,Meta Platforms Inc.,5601250
2024,1,159647,Meta Platforms Inc.,8526250
2024,2,159647,Meta Platforms Inc.,6796250
2024,3,159647,Meta Platforms Inc.,6166250
2024,4,159647,Meta Platforms Inc.,6456250
2010,1,159844,Occidental Petroleum Corp.,642475
2010,2,159844,Occidental Petroleum Corp.,748504
2010,3,159844,Occidental Petroleum Corp.,760194
2010,4,159844,Occidental Petroleum Corp.,751816
2011,1,159844,Occidental Petroleum Corp.,967023
2011,2,159844,Occidental Petroleum Corp.,830627
2011,3,159844,Occidental Petroleum Corp.,1102804
2011,4,159844,Occidental Petroleum Corp.,1715315
2012,1,159844,Occidental Petroleum Corp.,1679165
2012,2,159844,Occidental Petroleum Corp.,1686062
2012,3,159844,Occidental Petroleum Corp.,1746725
2012,4,159844,Occidental Petroleum Corp.,1957243
2013,1,159844,Occidental Petroleum Corp.,2133508
2013,2,159844,Occidental Petroleum Corp.,1796792
2013,3,159844,Occidental Petroleum Corp.,1917387
2013,4,159844,Occidental Petroleum Corp.,2823639
2014,1,159844,Occidental Petroleum Corp.,2014060
2014,2,159844,Occidental Petroleum Corp.,2160660
2014,3,159844,Occidental Petroleum Corp.,3285933
2014,4,159844,Occidental Petroleum Corp.,2218145
2015,1,159844,Occidental Petroleum Corp.,2141114
2015,2,159844,Occidental Petroleum Corp.,1111401
2015,3,159844,Occidental Petroleum Corp.,3084612
2015,4,159844,Occidental Petroleum Corp.,1489193
2016,1,159844,Occidental Petroleum Corp.,1365997
2016,2,159844,Occidental Petroleum Corp.,2532111
2016,3,159844,Occidental Petroleum Corp.,1331997
2016,4,159844,Occidental Petroleum Corp.,1015796
2017,1,159844,Occidental Petroleum Corp.,1369450
2017,2,159844,Occidental Petroleum Corp.,1020950
2017,3,159844,Occidental Petroleum Corp.,1389384
2017,4,159844,Occidental Petroleum Corp.,2333868
2018,1,159844,Occidental Petroleum Corp.,1417861
2018,2,159844,Occidental Petroleum Corp.,2676312
2018,3,159844,Occidental Petroleum Corp.,1422781
2018,4,159844,Occidental Petroleum Corp.,1460470
2019,1,159844,Occidental Petroleum Corp.,1658354
2019,2,159844,Occidental Petroleum Corp.,1501051
2019,3,159844,Occidental Petroleum Corp.,2043697
2019,4,159844,Occidental Petroleum Corp.,2870000
2020,1,159844,Occidental Petroleum Corp.,2410000
2020,2,159844,Occidental Petroleum Corp.,750000
2020,3,159844,Occidental Petroleum Corp.,990000
2020,4,159844,Occidental Petroleum Corp.,2750000
2021,1,159844,Occidental Petroleum Corp.,1930000
2021,2,159844,Occidental Petroleum Corp.,2010000
2021,3,159844,Occidental Petroleum Corp.,3340000
2021,4,159844,Occidental Petroleum Corp.,4360000
2022,1,159844,Occidental Petroleum Corp.,3010000
2022,2,159844,Occidental Petroleum Corp.,1430000
2022,3,159844,Occidental Petroleum Corp.,2718000
2022,4,159844,Occidental Petroleum Corp.,4276000
2023,1,159844,Occidental Petroleum Corp.,3302000
2023,2,159844,Occidental Petroleum Corp.,3075000
2023,3,159844,Occidental Petroleum Corp.,2205000
2023,4,159844,Occidental Petroleum Corp.,4655000
2024,1,159844,Occidental Petroleum Corp.,2035000
2024,2,159844,Occidental Petroleum Corp.,2685000
2024,3,159844,Occidental Petroleum Corp.,1795000
2024,4,159844,Occidental Petroleum Corp.,4185000
2010,1,162689,Koch Cos. Public Sector LLC,2230000
2010,2,162689,Koch Cos. Public Sector LLC,2230000
2010,3,162689,Koch Cos. Public Sector LLC,2350000
2010,4,162689,Koch Cos. Public Sector LLC,2260000
2011,1,162689,Koch Cos. Public Sector LLC,2510000
2011,2,162689,Koch Cos. Public Sector LLC,2030000
2011,3,162689,Koch Cos. Public Sector LLC,1740000
2011,4,162689,Koch Cos. Public Sector LLC,3130000
2012,1,162689,Koch Cos. Public Sector LLC,2570000
2012,2,162689,Koch Cos. Public Sector LLC,3340000
2012,3,162689,Koch Cos. Public Sector LLC,2666000
2012,4,162689,Koch Cos. Public Sector LLC,3086000
2013,1,162689,Koch Cos. Public Sector LLC,2906000
2013,2,162689,Koch Cos. Public Sector LLC,3486000
2013,3,162689,Koch Cos. Public Sector LLC,2376000
2013,4,162689,Koch Cos. Public Sector LLC,2736000
2014,1,162689,Koch Cos. Public Sector LLC,2966000
2014,2,162689,Koch Cos. Public Sector LLC,3151000
2014,3,162689,Koch Cos. Public Sector LLC,4511000
2014,4,162689,Koch Cos. Public Sector LLC,4786000
2015,1,162689,Koch Cos. Public Sector LLC,3116000
2015,2,162689,Koch Cos. Public Sector LLC,3136000
2015,3,162689,Koch Cos. Public Sector LLC,2446000
2015,4,162689,Koch Cos. Public Sector LLC,3606000
2016,1,162689,Koch Cos. Public Sector LLC,3376000
2016,2,162689,Koch Cos. Public Sector LLC,2860000
2016,3,162689,Koch Cos. Public Sector LLC,2670000
2016,4,162689,Koch Cos. Public Sector LLC,2020000
2017,1,162689,Koch Cos. Public Sector LLC,3360000
2017,2,162689,Koch Cos. Public Sector LLC,2830000
2017,3,162689,Koch Cos. Public Sector LLC,2260000
2017,4,162689,Koch Cos. Public Sector LLC,2210000
2018,1,162689,Koch Cos. Public Sector LLC,3790000
2018,2,162689,Koch Cos. Public Sector LLC,2530000
2018,3,162689,Koch Cos. Public Sector LLC,2490000
2018,4,162689,Koch Cos. Public Sector LLC,2770000
2019,1,162689,Koch Cos. Public Sector LLC,4950000
2019,2,162689,Koch Cos. Public Sector LLC,2710000
2019,3,162689,Koch Cos. Public Sector LLC,2450000
2019,4,162689,Koch Cos. Public Sector LLC,2310000
2020,1,162689,Koch Cos. Public Sector LLC,3050000
2020,2,162689,Koch Cos. Public Sector LLC,2120000
2020,3,162689,Koch Cos. Public Sector LLC,2210000
2020,4,162689,Koch Cos. Public Sector LLC,2200000
